mes_ano,uf,regiao,preco_medio_gasolina_c,previsao_flaml,erro,erro_absoluto
2021-11-01,MG,SUDESTE,7.012,6.999063110537271,0.012936889462728196,0.012936889462728196
2021-11-01,MS,CENTRO OESTE,6.543,6.531205598485581,0.011794401514419128,0.011794401514419128
2022-11-01,RS,SUL,4.91,4.921174049624842,-0.011174049624841587,0.011174049624841587
2022-03-01,PI,NORDESTE,7.681,7.670484646568416,0.010515353431584273,0.010515353431584273
2023-10-01,RJ,SUDESTE,5.68,5.6904194582240635,-0.01041945822406376,0.01041945822406376
2024-06-01,SE,NORDESTE,6.3,6.29002415210432,0.009975847895679735,0.009975847895679735
2023-06-01,MS,CENTRO OESTE,5.19,5.199545574719438,-0.00954557471943751,0.00954557471943751
2021-09-01,AM,NORTE,6.001,5.991471673997938,0.009528326002062215,0.009528326002062215
2022-03-01,AM,NORTE,7.129,7.138198551641933,-0.009198551641933506,0.009198551641933506
2022-12-01,PB,NORDESTE,4.76,4.768909072012368,-0.008909072012368568,0.008909072012368568
2025-06-01,MT,CENTRO OESTE,6.11,6.1186994124311544,-0.00869941243115413,0.00869941243115413
2025-09-01,RJ,SUDESTE,6.05,6.041834386496334,0.008165613503665625,0.008165613503665625
2024-07-01,SE,NORDESTE,6.35,6.342055903662557,0.007944096337443085,0.007944096337443085
2025-03-01,AP,NORTE,6.07,6.062093076193822,0.007906923806178412,0.007906923806178412
2024-04-01,PB,NORDESTE,5.67,5.676750560003732,-0.006750560003731643,0.006750560003731643
2023-09-01,GO,CENTRO OESTE,5.7,5.706587585006445,-0.0065875850064447405,0.0065875850064447405
2023-01-01,RN,NORDESTE,5.24,5.233633916553457,0.006366083446542881,0.006366083446542881
2024-05-01,RJ,SUDESTE,5.77,5.775950493101984,-0.0059504931019844776,0.0059504931019844776
2022-01-01,RO,NORTE,6.748,6.753827059901351,-0.005827059901350573,0.005827059901350573
2025-02-01,PA,NORTE,6.4,6.405448830360172,-0.0054488303601720744,0.0054488303601720744
2021-03-01,MG,SUDESTE,5.673,5.6678750272273355,0.005124972772664549,0.005124972772664549
2023-12-01,RJ,SUDESTE,5.62,5.615507988936465,0.0044920110635349175,0.0044920110635349175
2021-10-01,PE,NORDESTE,6.268,6.2724564826799405,-0.004456482679940699,0.004456482679940699
2025-06-01,PA,NORTE,6.27,6.273805039133269,-0.003805039133269794,0.003805039133269794
2024-05-01,RR,NORTE,6.14,6.136414337315164,0.003585662684836066,0.003585662684836066
2022-12-01,MG,SUDESTE,4.87,4.866642586156836,0.0033574138431644585,0.0033574138431644585
2024-07-01,GO,CENTRO OESTE,6.09,6.093277953108697,-0.0032779531086974956,0.0032779531086974956
2025-07-01,RO,NORTE,6.83,6.832466117670442,-0.002466117670442358,0.002466117670442358
2024-01-01,RR,NORTE,5.89,5.88780062138987,0.002199378610129976,0.002199378610129976
2024-04-01,SE,NORDESTE,6.17,6.171803802719322,-0.0018038027193219008,0.0018038027193219008
2023-01-01,ES,SUDESTE,5.11,5.111731136254193,-0.0017311362541923003,0.0017311362541923003
2023-10-01,RO,NORTE,6.47,6.468745898112793,0.001254101887206538,0.001254101887206538
2022-09-01,MG,SUDESTE,4.95,4.94889028401516,0.0011097159848398874,0.0011097159848398874
2025-01-01,PE,NORDESTE,6.22,6.219021032300633,0.000978967699366784,0.000978967699366784
